Complaint_ID,Category,Area,Priority,Status,Filing_Date,Resolution_Date,Delay_Days
CMPL-40612,Sewerage,Golghar,Low,In-Progress,2026-03-30,,
CMPL-40613,Road Construction,Basharatpur,Medium,Resolved,2026-02-13,2026-04-19,65.0
CMPL-40614,Road Construction,Golghar,Low,In-Progress,2025-04-12,,
CMPL-40615,Water Supply,Golghar,Low,Pending,2024-10-15,,
CMPL-40616,Street Light,Mohaddipur,Medium,Resolved,2024-07-02,2024-07-13,11.0
CMPL-40617,Garbage Collection,Basharatpur,High,In-Progress,2025-10-16,,
CMPL-40618,Sewerage,Indra Nagar,Low,Resolved,2024-09-25,2024-10-29,34.0
CMPL-40619,Sewerage,Golghar,Low,In-Progress,2025-04-25,,
CMPL-40620,Street Light,Mohaddipur,High,In-Progress,2025-01-31,,
CMPL-40621,Garbage Collection,Civil Lines,Low,Pending,2025-05-19,,
CMPL-40622,Road Construction,Civil Lines,High,Resolved,2026-03-27,2026-08-15,141.0
CMPL-40623,Street Light,Civil Lines,Medium,Resolved,2025-07-18,2025-07-24,6.0
CMPL-40624,Sewerage,Indra Nagar,High,Pending,2026-02-10,,
CMPL-40625,Sewerage,Indra Nagar,Medium,Pending,2025-12-18,,
CMPL-40626,Street Light,Golghar,Medium,In-Progress,2025-10-25,,
CMPL-40627,Sewerage,Mohaddipur,Low,Resolved,2025-02-27,2025-03-11,12.0
CMPL-40628,Road Construction,Mohaddipur,Medium,Pending,2025-05-21,,
CMPL-40629,Street Light,Golghar,Low,In-Progress,2025-09-15,,
CMPL-40630,Sewerage,Basharatpur,Low,In-Progress,2026-02-14,,
CMPL-40631,Street Light,Indra Nagar,High,Pending,2025-12-04,,
CMPL-40632,Sewerage,Indra Nagar,High,Resolved,2025-08-07,2025-10-01,55.0
CMPL-40633,Sewerage,Golghar,Low,In-Progress,2024-06-23,,
CMPL-40634,Water Supply,Mohaddipur,Medium,In-Progress,2026-02-15,,
CMPL-40635,Water Supply,Mohaddipur,Medium,In-Progress,2025-06-16,,
CMPL-40636,Street Light,Civil Lines,High,Resolved,2025-04-03,2025-04-08,5.0
CMPL-40637,Water Supply,Basharatpur,Low,Pending,2024-06-11,,
CMPL-40638,Street Light,Golghar,Medium,In-Progress,2025-07-06,,
CMPL-40639,Garbage Collection,Basharatpur,Low,Resolved,2024-08-21,2024-09-07,17.0
CMPL-40640,Water Supply,Civil Lines,Low,In-Progress,2024-08-04,,
CMPL-40641,Water Supply,Mohaddipur,Medium,Resolved,2025-10-21,2025-12-05,45.0
CMPL-40642,Sewerage,Golghar,High,Pending,2025-03-30,,
CMPL-40643,Garbage Collection,Civil Lines,High,Pending,2025-03-01,,
CMPL-40644,Street Light,Civil Lines,High,In-Progress,2024-09-19,,
CMPL-40645,Water Supply,Golghar,High,Resolved,2024-06-23,2024-07-26,33.0
CMPL-40646,Water Supply,Civil Lines,High,Pending,2024-08-28,,
CMPL-40647,Garbage Collection,Mohaddipur,Low,Resolved,2025-11-23,2025-12-08,15.0
CMPL-40648,Sewerage,Basharatpur,Low,Resolved,2025-09-20,2025-10-02,12.0
CMPL-40649,Garbage Collection,Civil Lines,Medium,In-Progress,2025-10-16,,
CMPL-40650,Road Construction,Mohaddipur,Medium,In-Progress,2024-12-22,,
CMPL-40651,Water Supply,Golghar,High,Pending,2026-01-04,,
CMPL-40652,Street Light,Mohaddipur,Low,Resolved,2024-08-28,2024-08-30,2.0
CMPL-40653,Sewerage,Mohaddipur,Low,In-Progress,2024-07-05,,
CMPL-40654,Water Supply,Indra Nagar,Low,Resolved,2024-11-16,2024-12-13,27.0
CMPL-40655,Street Light,Mohaddipur,Medium,In-Progress,2025-05-06,,
CMPL-40656,Street Light,Basharatpur,Low,Resolved,2026-03-16,2026-03-28,12.0
CMPL-40657,Garbage Collection,Mohaddipur,High,Resolved,2024-07-08,2024-07-28,20.0
CMPL-40658,Sewerage,Mohaddipur,High,In-Progress,2025-10-29,,
CMPL-40659,Sewerage,Golghar,High,Pending,2025-10-03,,
CMPL-40660,Garbage Collection,Basharatpur,Low,In-Progress,2024-08-03,,
CMPL-40661,Garbage Collection,Indra Nagar,Medium,In-Progress,2025-09-06,,
CMPL-40662,Water Supply,Indra Nagar,Low,In-Progress,2025-06-09,,
CMPL-40663,Road Construction,Civil Lines,Medium,Pending,2025-01-16,,
CMPL-40664,Road Construction,Mohaddipur,Low,Pending,2024-09-16,,
CMPL-40665,Sewerage,Golghar,Medium,Resolved,2025-11-29,2025-12-08,9.0
CMPL-40666,Sewerage,Mohaddipur,Low,In-Progress,2024-05-20,,
CMPL-40667,Sewerage,Mohaddipur,Medium,Pending,2026-03-24,,
CMPL-40668,Street Light,Indra Nagar,Medium,In-Progress,2025-05-28,,
CMPL-40669,Street Light,Civil Lines,High,In-Progress,2024-08-19,,
CMPL-40670,Sewerage,Indra Nagar,Medium,Pending,2024-06-16,,
CMPL-40671,Street Light,Mohaddipur,Low,In-Progress,2024-09-09,,
CMPL-40672,Street Light,Mohaddipur,Medium,In-Progress,2025-01-04,,
CMPL-40673,Sewerage,Basharatpur,Medium,Resolved,2026-04-15,2026-05-27,42.0
CMPL-40674,Road Construction,Golghar,Medium,Resolved,2024-11-05,2025-01-26,82.0
CMPL-40675,Sewerage,Indra Nagar,Medium,Resolved,2024-07-28,2024-09-21,55.0
CMPL-40676,Garbage Collection,Indra Nagar,Medium,Resolved,2024-06-11,2024-08-01,51.0
CMPL-40677,Garbage Collection,Mohaddipur,Medium,In-Progress,2025-03-14,,
CMPL-40678,Sewerage,Civil Lines,High,Pending,2024-08-24,,
CMPL-40679,Street Light,Golghar,Medium,Resolved,2025-11-05,2025-11-16,11.0
CMPL-40680,Sewerage,Indra Nagar,High,In-Progress,2026-01-07,,
CMPL-40681,Garbage Collection,Basharatpur,Medium,Resolved,2024-04-27,2024-05-25,28.0
CMPL-40682,Water Supply,Golghar,Low,Pending,2025-09-09,,
CMPL-40683,Water Supply,Indra Nagar,Medium,Pending,2024-10-04,,
CMPL-40684,Sewerage,Civil Lines,Low,In-Progress,2025-08-15,,
CMPL-40685,Water Supply,Golghar,High,Pending,2024-10-22,,
CMPL-40686,Street Light,Basharatpur,Low,In-Progress,2026-03-14,,
CMPL-40687,Road Construction,Indra Nagar,Medium,Pending,2025-06-12,,
CMPL-40688,Street Light,Civil Lines,High,In-Progress,2024-12-21,,
CMPL-40689,Sewerage,Basharatpur,Low,Resolved,2024-10-20,2024-11-25,36.0
CMPL-40690,Garbage Collection,Basharatpur,High,In-Progress,2025-05-17,,
CMPL-40691,Sewerage,Mohaddipur,High,Resolved,2025-03-20,2025-04-16,27.0
CMPL-40692,Sewerage,Golghar,Low,Pending,2026-01-07,,
CMPL-40693,Garbage Collection,Civil Lines,High,Pending,2024-09-16,,
CMPL-40694,Sewerage,Indra Nagar,Low,Pending,2025-04-05,,
CMPL-40695,Water Supply,Golghar,Medium,In-Progress,2024-12-10,,
CMPL-40696,Water Supply,Mohaddipur,High,In-Progress,2024-06-13,,
CMPL-40697,Water Supply,Mohaddipur,High,Resolved,2026-01-17,2026-02-14,28.0
CMPL-40698,Water Supply,Basharatpur,Medium,Resolved,2025-07-05,2025-07-29,24.0
CMPL-40699,Road Construction,Mohaddipur,High,Pending,2025-01-15,,
CMPL-40700,Water Supply,Mohaddipur,High,Pending,2024-08-28,,
CMPL-40701,Water Supply,Mohaddipur,Low,Pending,2025-04-26,,
CMPL-40702,Road Construction,Golghar,Medium,In-Progress,2024-10-01,,
CMPL-40703,Garbage Collection,Civil Lines,Medium,Resolved,2025-12-27,2026-01-03,7.0
CMPL-40704,Garbage Collection,Golghar,Low,Pending,2025-11-26,,
CMPL-40705,Road Construction,Golghar,Medium,Pending,2024-12-06,,
CMPL-40706,Water Supply,Golghar,Medium,Pending,2025-04-08,,
CMPL-40707,Garbage Collection,Civil Lines,Medium,Pending,2026-02-12,,
CMPL-40708,Road Construction,Civil Lines,High,Resolved,2025-05-01,2025-10-08,160.0
CMPL-40709,Road Construction,Civil Lines,Low,Pending,2024-06-20,,
CMPL-40710,Water Supply,Basharatpur,High,Resolved,2025-09-18,2025-10-31,43.0
CMPL-40711,Water Supply,Civil Lines,Medium,Resolved,2025-12-13,2025-12-27,14.0
CMPL-40712,Water Supply,Golghar,Medium,Resolved,2025-08-01,2025-08-07,6.0
CMPL-40713,Garbage Collection,Civil Lines,Low,Resolved,2024-05-21,2024-05-28,7.0
CMPL-40714,Sewerage,Indra Nagar,Medium,In-Progress,2024-10-17,,
CMPL-40715,Street Light,Basharatpur,Medium,Pending,2024-06-01,,
CMPL-40716,Garbage Collection,Mohaddipur,High,Resolved,2025-09-03,2025-10-05,32.0
CMPL-40717,Water Supply,Basharatpur,Medium,In-Progress,2024-10-27,,
CMPL-40718,Garbage Collection,Indra Nagar,Low,Resolved,2025-11-05,2026-01-04,60.0
CMPL-40719,Street Light,Golghar,Medium,Pending,2025-04-19,,
CMPL-40720,Water Supply,Mohaddipur,Medium,Pending,2024-09-05,,
CMPL-40721,Road Construction,Civil Lines,Low,Pending,2024-05-11,,
CMPL-40722,Road Construction,Basharatpur,High,Pending,2024-12-09,,
CMPL-40723,Water Supply,Civil Lines,Low,Resolved,2024-06-26,2024-08-23,58.0
CMPL-40724,Water Supply,Basharatpur,Medium,In-Progress,2024-05-31,,
CMPL-40725,Road Construction,Mohaddipur,Medium,Resolved,2025-11-04,2026-01-01,58.0
CMPL-40726,Water Supply,Basharatpur,High,Pending,2024-12-19,,
CMPL-40727,Water Supply,Indra Nagar,Low,In-Progress,2024-07-31,,
CMPL-40728,Sewerage,Golghar,Low,Resolved,2024-08-05,2024-10-02,58.0
CMPL-40729,Garbage Collection,Basharatpur,Medium,Resolved,2025-11-16,2025-12-23,37.0
CMPL-40730,Garbage Collection,Basharatpur,High,Pending,2025-02-19,,
CMPL-40731,Water Supply,Civil Lines,Medium,In-Progress,2025-06-16,,
CMPL-40732,Garbage Collection,Civil Lines,Low,Pending,2025-03-30,,
CMPL-40733,Garbage Collection,Golghar,Low,Pending,2025-11-24,,
CMPL-40734,Water Supply,Civil Lines,High,In-Progress,2026-03-13,,
CMPL-40735,Street Light,Indra Nagar,Medium,Pending,2025-08-21,,
CMPL-40736,Water Supply,Basharatpur,Low,In-Progress,2026-01-06,,
CMPL-40737,Water Supply,Mohaddipur,Low,In-Progress,2024-11-19,,
CMPL-40738,Garbage Collection,Basharatpur,Low,In-Progress,2025-08-25,,
CMPL-40739,Road Construction,Basharatpur,High,Resolved,2024-07-01,2024-11-28,150.0
CMPL-40740,Road Construction,Indra Nagar,High,Resolved,2024-05-24,2024-08-01,69.0
CMPL-40741,Street Light,Indra Nagar,Low,In-Progress,2025-08-16,,
CMPL-40742,Sewerage,Mohaddipur,Low,Resolved,2025-06-25,2025-07-31,36.0
CMPL-40743,Street Light,Basharatpur,Low,In-Progress,2024-06-22,,
CMPL-40744,Road Construction,Indra Nagar,High,In-Progress,2025-12-14,,
CMPL-40745,Water Supply,Indra Nagar,Low,In-Progress,2025-04-24,,
CMPL-40746,Garbage Collection,Indra Nagar,Low,Resolved,2025-06-20,2025-08-01,42.0
CMPL-40747,Water Supply,Golghar,Medium,Resolved,2025-12-26,2026-01-31,36.0
CMPL-40748,Sewerage,Indra Nagar,High,Pending,2025-04-17,,
CMPL-40749,Sewerage,Civil Lines,Medium,Resolved,2025-10-12,2025-11-29,48.0
CMPL-40750,Water Supply,Mohaddipur,Medium,In-Progress,2025-01-01,,
CMPL-40751,Road Construction,Golghar,High,Pending,2026-03-09,,
CMPL-40752,Street Light,Indra Nagar,High,In-Progress,2025-06-11,,
CMPL-40753,Sewerage,Golghar,Low,Resolved,2025-10-09,2025-10-27,18.0
CMPL-40754,Sewerage,Golghar,Medium,In-Progress,2024-05-09,,
CMPL-40755,Garbage Collection,Civil Lines,High,Resolved,2024-10-17,2024-12-01,45.0
CMPL-40756,Water Supply,Civil Lines,Low,Pending,2024-05-22,,
CMPL-40757,Garbage Collection,Basharatpur,Low,In-Progress,2024-12-19,,
CMPL-40758,Road Construction,Civil Lines,Medium,Pending,2024-09-12,,
CMPL-40759,Sewerage,Civil Lines,High,In-Progress,2025-11-15,,
CMPL-40760,Water Supply,Civil Lines,High,In-Progress,2025-05-24,,
CMPL-40761,Water Supply,Basharatpur,Medium,Resolved,2025-03-11,2025-03-20,9.0
CMPL-40762,Street Light,Civil Lines,Low,In-Progress,2026-02-03,,
CMPL-40763,Sewerage,Indra Nagar,High,Pending,2025-11-06,,
CMPL-40764,Street Light,Mohaddipur,Low,Pending,2025-12-19,,
CMPL-40765,Sewerage,Golghar,Low,Resolved,2024-08-10,2024-10-01,52.0
CMPL-40766,Street Light,Indra Nagar,Low,Pending,2025-01-21,,
CMPL-40767,Road Construction,Golghar,High,Pending,2026-04-15,,
CMPL-40768,Sewerage,Basharatpur,High,In-Progress,2025-01-24,,
CMPL-40769,Sewerage,Golghar,Medium,Resolved,2025-12-21,2026-01-17,27.0
CMPL-40770,Road Construction,Basharatpur,High,Pending,2025-02-17,,
CMPL-40771,Road Construction,Civil Lines,Medium,Pending,2026-03-17,,
CMPL-40772,Water Supply,Golghar,Low,Resolved,2025-01-16,2025-02-15,30.0
CMPL-40773,Sewerage,Golghar,Medium,In-Progress,2025-03-24,,
CMPL-40774,Road Construction,Golghar,Medium,Resolved,2025-01-02,2025-03-18,75.0
CMPL-40775,Water Supply,Mohaddipur,Low,In-Progress,2025-01-09,,
CMPL-40776,Water Supply,Indra Nagar,Low,Resolved,2026-01-18,2026-03-18,59.0
CMPL-40777,Road Construction,Civil Lines,High,In-Progress,2025-06-26,,
CMPL-40778,Road Construction,Indra Nagar,Low,In-Progress,2025-11-28,,
CMPL-40779,Garbage Collection,Golghar,Medium,Resolved,2025-04-26,2025-05-15,19.0
CMPL-40780,Road Construction,Civil Lines,High,In-Progress,2024-06-22,,
CMPL-40781,Road Construction,Basharatpur,Medium,Pending,2024-06-23,,
CMPL-40782,Sewerage,Mohaddipur,Low,Resolved,2025-09-15,2025-09-21,6.0
CMPL-40783,Sewerage,Mohaddipur,Low,Pending,2025-11-03,,
CMPL-40784,Garbage Collection,Civil Lines,High,Resolved,2026-03-08,2026-03-29,21.0
CMPL-40785,Road Construction,Basharatpur,Medium,Pending,2025-09-28,,
CMPL-40786,Sewerage,Golghar,High,In-Progress,2024-05-23,,
CMPL-40787,Garbage Collection,Golghar,High,Resolved,2025-11-14,2026-01-07,54.0
CMPL-40788,Road Construction,Golghar,Medium,In-Progress,2024-08-12,,
CMPL-40789,Road Construction,Golghar,High,Pending,2025-12-16,,
CMPL-40790,Sewerage,Civil Lines,Medium,Pending,2025-01-22,,
CMPL-40791,Street Light,Civil Lines,High,Pending,2025-10-06,,
CMPL-40792,Street Light,Indra Nagar,Medium,Resolved,2024-05-31,2024-06-13,13.0
CMPL-40793,Street Light,Basharatpur,Low,Pending,2025-04-12,,
CMPL-40794,Garbage Collection,Golghar,Medium,Pending,2025-06-21,,
CMPL-40795,Water Supply,Indra Nagar,Low,Pending,2025-10-05,,
CMPL-40796,Garbage Collection,Civil Lines,Low,Pending,2025-12-10,,
CMPL-40797,Street Light,Civil Lines,Medium,In-Progress,2025-12-21,,
CMPL-40798,Road Construction,Mohaddipur,Low,Resolved,2025-11-10,2026-05-09,180.0
CMPL-40799,Road Construction,Indra Nagar,Medium,In-Progress,2026-01-27,,
CMPL-40800,Road Construction,Indra Nagar,Low,Pending,2024-11-11,,
CMPL-40801,Garbage Collection,Golghar,Medium,Pending,2026-02-28,,
CMPL-40802,Sewerage,Indra Nagar,High,In-Progress,2024-12-23,,
CMPL-40803,Garbage Collection,Civil Lines,High,In-Progress,2026-03-15,,
CMPL-40804,Sewerage,Golghar,Medium,In-Progress,2025-10-18,,
CMPL-40805,Street Light,Civil Lines,Low,Pending,2024-07-12,,
CMPL-40806,Garbage Collection,Mohaddipur,Medium,Pending,2025-07-04,,
CMPL-40807,Road Construction,Mohaddipur,Medium,Resolved,2025-05-09,2025-10-11,155.0
CMPL-40808,Garbage Collection,Indra Nagar,Low,Resolved,2024-11-05,2024-12-04,29.0
CMPL-40809,Street Light,Golghar,Low,Pending,2024-09-15,,
CMPL-40810,Water Supply,Indra Nagar,Medium,Pending,2025-01-13,,
CMPL-40811,Garbage Collection,Civil Lines,High,Resolved,2024-11-28,2025-01-23,56.0
CMPL-40812,Road Construction,Mohaddipur,Low,Pending,2024-11-03,,
CMPL-40813,Garbage Collection,Indra Nagar,High,Resolved,2025-12-14,2026-01-24,41.0
CMPL-40814,Street Light,Mohaddipur,High,In-Progress,2025-07-30,,
CMPL-40815,Sewerage,Golghar,Medium,Resolved,2024-12-30,2025-01-24,25.0
CMPL-40816,Street Light,Indra Nagar,Medium,Pending,2025-06-14,,
CMPL-40817,Road Construction,Golghar,Low,Resolved,2025-10-07,2025-11-26,50.0
CMPL-40818,Street Light,Golghar,Medium,Resolved,2025-10-15,2025-10-18,3.0
CMPL-40819,Sewerage,Indra Nagar,Low,Pending,2025-08-24,,
CMPL-40820,Water Supply,Civil Lines,High,Pending,2025-09-18,,
CMPL-40821,Garbage Collection,Civil Lines,Medium,Pending,2025-05-02,,
CMPL-40822,Water Supply,Civil Lines,Medium,In-Progress,2025-01-13,,
CMPL-40823,Street Light,Basharatpur,Medium,Pending,2026-02-14,,
CMPL-40824,Road Construction,Golghar,Medium,Resolved,2025-08-17,2025-11-26,101.0
CMPL-40825,Garbage Collection,Indra Nagar,High,Pending,2026-04-20,,
CMPL-40826,Street Light,Indra Nagar,High,Pending,2024-12-23,,
CMPL-40827,Sewerage,Basharatpur,Medium,Resolved,2025-04-15,2025-04-26,11.0
CMPL-40828,Sewerage,Mohaddipur,Medium,Pending,2026-03-10,,
CMPL-40829,Street Light,Basharatpur,Medium,In-Progress,2026-01-05,,
CMPL-40830,Garbage Collection,Mohaddipur,Medium,Pending,2024-06-26,,
CMPL-40831,Road Construction,Golghar,High,Pending,2026-01-26,,
CMPL-40832,Sewerage,Civil Lines,Low,In-Progress,2026-02-08,,
CMPL-40833,Road Construction,Indra Nagar,Low,Resolved,2024-09-26,2025-02-20,147.0
CMPL-40834,Garbage Collection,Indra Nagar,Low,Resolved,2025-12-13,2025-12-18,5.0
CMPL-40835,Road Construction,Civil Lines,Low,Resolved,2025-10-24,2026-03-20,147.0
CMPL-40836,Water Supply,Golghar,Medium,In-Progress,2024-05-04,,
CMPL-40837,Sewerage,Civil Lines,High,In-Progress,2026-02-06,,
CMPL-40838,Water Supply,Mohaddipur,Low,Resolved,2025-02-20,2025-03-31,39.0
CMPL-40839,Sewerage,Golghar,Medium,Resolved,2024-10-18,2024-11-30,43.0
CMPL-40840,Road Construction,Basharatpur,Medium,Resolved,2024-09-11,2024-12-06,86.0
CMPL-40841,Street Light,Golghar,Medium,In-Progress,2026-03-07,,
CMPL-40842,Street Light,Indra Nagar,Low,In-Progress,2025-04-20,,
CMPL-40843,Street Light,Mohaddipur,Low,Pending,2025-04-02,,
CMPL-40844,Water Supply,Mohaddipur,Low,Resolved,2025-08-12,2025-09-07,26.0
CMPL-40845,Road Construction,Mohaddipur,Medium,In-Progress,2025-12-14,,
CMPL-40846,Street Light,Mohaddipur,Low,Pending,2025-04-21,,
CMPL-40847,Street Light,Mohaddipur,Medium,Resolved,2026-01-16,2026-01-26,10.0
CMPL-40848,Road Construction,Golghar,Low,Resolved,2025-12-18,2026-05-13,146.0
CMPL-40849,Street Light,Basharatpur,Low,In-Progress,2025-03-21,,
CMPL-40850,Road Construction,Mohaddipur,High,Pending,2025-11-09,,
CMPL-40851,Water Supply,Mohaddipur,Low,Resolved,2024-07-05,2024-09-03,60.0
CMPL-40852,Water Supply,Indra Nagar,High,Pending,2024-09-22,,
CMPL-40853,Road Construction,Basharatpur,Medium,Resolved,2025-04-08,2025-07-01,84.0
CMPL-40854,Street Light,Golghar,Low,In-Progress,2025-06-16,,
CMPL-40855,Garbage Collection,Golghar,High,In-Progress,2024-07-12,,
CMPL-40856,Garbage Collection,Civil Lines,Medium,In-Progress,2025-01-20,,
CMPL-40857,Water Supply,Golghar,High,Resolved,2025-02-26,2025-04-07,40.0
CMPL-40858,Sewerage,Mohaddipur,High,Pending,2025-12-31,,
CMPL-40859,Sewerage,Basharatpur,High,Resolved,2025-03-11,2025-04-29,49.0
CMPL-40860,Street Light,Civil Lines,Medium,In-Progress,2025-04-10,,
CMPL-40861,Road Construction,Indra Nagar,Low,In-Progress,2025-11-22,,
CMPL-40862,Street Light,Golghar,Medium,Pending,2025-07-12,,
CMPL-40863,Street Light,Indra Nagar,Medium,In-Progress,2025-04-18,,
CMPL-40864,Road Construction,Indra Nagar,Medium,Pending,2025-03-23,,
CMPL-40865,Road Construction,Basharatpur,High,Resolved,2025-05-20,2025-10-25,158.0
CMPL-40866,Water Supply,Golghar,Low,Resolved,2024-11-29,2025-01-17,49.0
CMPL-40867,Water Supply,Indra Nagar,Low,In-Progress,2025-12-19,,
CMPL-40868,Sewerage,Basharatpur,Low,Pending,2025-03-19,,
CMPL-40869,Sewerage,Indra Nagar,Medium,In-Progress,2025-04-03,,
CMPL-40870,Sewerage,Indra Nagar,Low,Pending,2025-03-22,,
CMPL-40871,Garbage Collection,Mohaddipur,High,Pending,2025-02-03,,
CMPL-40872,Garbage Collection,Indra Nagar,Low,Resolved,2024-08-23,2024-09-17,25.0
CMPL-40873,Road Construction,Indra Nagar,High,Resolved,2025-10-08,2026-02-24,139.0
CMPL-40874,Garbage Collection,Golghar,High,Resolved,2024-07-08,2024-08-23,46.0
CMPL-40875,Water Supply,Civil Lines,High,In-Progress,2025-01-02,,
CMPL-40876,Street Light,Indra Nagar,Medium,Pending,2024-10-14,,
CMPL-40877,Water Supply,Golghar,Medium,Resolved,2025-08-29,2025-10-08,40.0
CMPL-40878,Road Construction,Indra Nagar,Low,Pending,2025-11-27,,
CMPL-40879,Water Supply,Golghar,Low,Pending,2025-06-16,,
CMPL-40880,Sewerage,Mohaddipur,High,Pending,2025-05-05,,
CMPL-40881,Sewerage,Golghar,Medium,Pending,2025-02-06,,
CMPL-40882,Road Construction,Civil Lines,Medium,In-Progress,2024-09-24,,
CMPL-40883,Water Supply,Civil Lines,Low,In-Progress,2024-08-31,,
CMPL-40884,Road Construction,Basharatpur,High,Resolved,2026-03-11,2026-05-05,55.0
CMPL-40885,Street Light,Indra Nagar,High,Resolved,2026-02-22,2026-02-24,2.0
CMPL-40886,Road Construction,Golghar,High,Pending,2024-11-04,,
CMPL-40887,Garbage Collection,Civil Lines,Low,Pending,2024-10-09,,
CMPL-40888,Garbage Collection,Basharatpur,Low,Pending,2025-12-05,,
CMPL-40889,Garbage Collection,Basharatpur,Low,In-Progress,2024-10-11,,
CMPL-40890,Garbage Collection,Golghar,Low,Resolved,2025-11-14,2025-11-28,14.0
CMPL-40891,Road Construction,Indra Nagar,Low,Resolved,2024-08-01,2025-01-15,167.0
CMPL-40892,Street Light,Basharatpur,Medium,In-Progress,2024-09-29,,
CMPL-40893,Road Construction,Mohaddipur,High,Pending,2025-12-23,,
CMPL-40894,Sewerage,Basharatpur,Low,Resolved,2026-01-17,2026-03-17,59.0
CMPL-40895,Garbage Collection,Golghar,Medium,Resolved,2025-07-01,2025-07-23,22.0
CMPL-40896,Road Construction,Indra Nagar,Medium,Pending,2024-07-04,,
CMPL-40897,Street Light,Golghar,Low,Resolved,2025-11-11,2025-11-23,12.0
CMPL-40898,Road Construction,Civil Lines,Low,In-Progress,2025-03-30,,
CMPL-40899,Road Construction,Golghar,Medium,In-Progress,2025-11-10,,
CMPL-40900,Water Supply,Civil Lines,Medium,In-Progress,2025-08-20,,
CMPL-40901,Water Supply,Mohaddipur,Low,Resolved,2026-03-08,2026-03-13,5.0
CMPL-40902,Garbage Collection,Basharatpur,High,In-Progress,2025-08-05,,
CMPL-40903,Street Light,Mohaddipur,Low,Resolved,2025-04-28,2025-05-12,14.0
CMPL-40904,Road Construction,Mohaddipur,Low,Resolved,2025-12-10,2026-01-17,38.0
CMPL-40905,Road Construction,Mohaddipur,Medium,Pending,2024-11-12,,
CMPL-40906,Water Supply,Civil Lines,Low,Pending,2024-07-17,,
CMPL-40907,Road Construction,Indra Nagar,Low,Pending,2025-04-15,,
CMPL-40908,Water Supply,Mohaddipur,Medium,Resolved,2025-02-17,2025-03-05,16.0
CMPL-40909,Street Light,Indra Nagar,Medium,Pending,2025-11-08,,
CMPL-40910,Water Supply,Golghar,Low,Pending,2025-01-14,,
CMPL-40911,Road Construction,Golghar,Low,In-Progress,2025-07-06,,
CMPL-40912,Road Construction,Golghar,Low,In-Progress,2024-10-03,,
CMPL-40913,Street Light,Indra Nagar,Low,Pending,2024-11-06,,
CMPL-40914,Sewerage,Mohaddipur,Medium,Pending,2024-07-21,,
CMPL-40915,Street Light,Golghar,Low,Pending,2024-05-14,,
CMPL-40916,Road Construction,Indra Nagar,Low,Pending,2024-07-23,,
CMPL-40917,Street Light,Basharatpur,Low,Pending,2024-06-26,,
CMPL-40918,Water Supply,Mohaddipur,High,Pending,2026-02-21,,
CMPL-40919,Sewerage,Indra Nagar,Medium,Resolved,2025-01-05,2025-02-10,36.0
CMPL-40920,Sewerage,Mohaddipur,High,Pending,2024-07-18,,
CMPL-40921,Street Light,Civil Lines,Medium,Pending,2026-01-17,,
CMPL-40922,Garbage Collection,Civil Lines,High,Pending,2024-04-22,,
CMPL-40923,Street Light,Basharatpur,Low,In-Progress,2026-02-21,,
CMPL-40924,Street Light,Basharatpur,High,Pending,2025-03-15,,
CMPL-40925,Sewerage,Golghar,Low,Resolved,2025-07-18,2025-09-09,53.0
CMPL-40926,Water Supply,Mohaddipur,High,In-Progress,2025-06-28,,
CMPL-40927,Street Light,Civil Lines,Medium,Resolved,2025-05-08,2025-05-12,4.0
CMPL-40928,Sewerage,Civil Lines,Low,Resolved,2026-03-20,2026-05-16,57.0
CMPL-40929,Road Construction,Civil Lines,High,Pending,2024-12-15,,
CMPL-40930,Street Light,Mohaddipur,Medium,Pending,2026-04-06,,
CMPL-40931,Garbage Collection,Indra Nagar,Medium,In-Progress,2026-02-19,,
CMPL-40932,Garbage Collection,Indra Nagar,Medium,In-Progress,2026-03-19,,
CMPL-40933,Sewerage,Indra Nagar,Low,In-Progress,2025-01-13,,
CMPL-40934,Sewerage,Civil Lines,High,Resolved,2025-04-21,2025-06-05,45.0
CMPL-40935,Water Supply,Indra Nagar,Medium,In-Progress,2025-05-27,,
CMPL-40936,Sewerage,Civil Lines,Medium,Resolved,2025-01-30,2025-03-25,54.0
CMPL-40937,Water Supply,Indra Nagar,Low,Resolved,2025-06-02,2025-06-28,26.0
CMPL-40938,Street Light,Indra Nagar,Low,Pending,2025-07-18,,
CMPL-40939,Sewerage,Mohaddipur,High,Pending,2024-11-28,,
CMPL-40940,Garbage Collection,Golghar,Medium,In-Progress,2025-10-08,,
CMPL-40941,Sewerage,Civil Lines,High,In-Progress,2025-03-17,,
CMPL-40942,Garbage Collection,Civil Lines,High,In-Progress,2025-11-06,,
CMPL-40943,Road Construction,Mohaddipur,High,Resolved,2025-05-01,2025-09-07,129.0
CMPL-40944,Garbage Collection,Indra Nagar,Medium,Pending,2024-05-18,,
CMPL-40945,Water Supply,Indra Nagar,High,Resolved,2025-04-22,2025-06-20,59.0
CMPL-40946,Water Supply,Indra Nagar,High,Resolved,2024-08-09,2024-10-01,53.0
CMPL-40947,Garbage Collection,Indra Nagar,Low,Resolved,2026-04-14,2026-06-10,57.0
CMPL-40948,Road Construction,Civil Lines,High,Resolved,2026-01-25,2026-07-13,169.0
CMPL-40949,Road Construction,Golghar,Medium,Resolved,2025-11-02,2026-02-02,92.0
CMPL-40950,Water Supply,Mohaddipur,High,Pending,2024-07-08,,
